Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	Fasta.headers	Peptides	Razor...unique.peptides	Unique.peptides	LFQ.intensity.Ubi4_1	LFQ.intensity.Ubi4_2	LFQ.intensity.Ubi4_3	LFQ.intensity.Ubi6_1	LFQ.intensity.Ubi6_2	LFQ.intensity.Ubi6_3	LFQ.intensity.Ctrl_1	LFQ.intensity.Ctrl_2	LFQ.intensity.Ctrl_3	LFQ.intensity.Ubi1_1	LFQ.intensity.Ubi1_2	LFQ.intensity.Ubi1_3	Only.identified.by.site	Reverse	Potential.contaminant
B0YJ81-2;A6NP58;B0YJ81	B0YJ81-2;A6NP58;B0YJ81	Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase 1	PTPLA	>sp|B0YJ81-2|HACD1_HUMAN Isoform 2 of Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1 OS=Homo sapiens GN=PTPLA;>tr|A6NP58|A6NP58_HUMAN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1 OS=Homo sapiens GN=PTPLA PE=1 SV=2;>sp|B0YJ81|HACD1_HUMAN Very-	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2052700			
A6PVX1;Q13228-2;Q13228;Q13228-4;F2Z2W8;F8WCR4;H0Y532;Q13228-3	A6PVX1;Q13228-2;Q13228;Q13228-4;F2Z2W8;F8WCR4;H0Y532;Q13228-3	Selenium-binding protein 1	SELENBP1	>tr|A6PVX1|A6PVX1_HUMAN Selenium-binding protein 1 (Fragment) OS=Homo sapiens GN=SELENBP1 PE=1 SV=1;>sp|Q13228-2|SBP1_HUMAN Isoform 2 of Selenium-binding protein 1 OS=Homo sapiens GN=SELENBP1;>sp|Q13228|SBP1_HUMAN Selenium-binding protein 1 OS=Homo sapiens	2	2	2	0	0	0	0	0	2363300	0	0	0	0	0	0			
A6PVX3;P55036-2;P55036;Q5VWC4;A2A3N6	A6PVX3;P55036-2;P55036;Q5VWC4;A2A3N6	26S proteasome non-ATPase regulatory subunit 4;Putative PIP5K1A and PSMD4-like protein	PSMD4;PIPSL	>tr|A6PVX3|A6PVX3_HUMAN 26S proteasome non-ATPase regulatory subunit 4 (Fragment) OS=Homo sapiens GN=PSMD4 PE=1 SV=1;>sp|P55036-2|PSMD4_HUMAN Isoform Rpn10E of 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens GN=PSMD4;>sp|P55036|PSMD4_HUMAN 2	2	2	2	0	0	0	27960000	0	0	0	0	0	0	0	0			
A6QRG9;O15031	A6QRG9;O15031	Plexin-B2	PLXNB2	>tr|A6QRG9|A6QRG9_HUMAN Plexin-B2 (Fragment) OS=Homo sapiens GN=PLXNB2 PE=1 SV=1;>sp|O15031|PLXB2_HUMAN Plexin-B2 OS=Homo sapiens GN=PLXNB2 PE=1 SV=3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2516300			
A7E2Y1-3	A7E2Y1-3			>sp|A7E2Y1-3|MYH7B_HUMAN Isoform 3 of Myosin-7B OS=Homo sapiens GN=MYH7B	1	1	1	0	0	0	0	0	0	0	0	0	0	494790000	0	+		
A7KAX9-2;A7KAX9;G3V174	A7KAX9-2;A7KAX9;G3V174	Rho GTPase-activating protein 32	ARHGAP32	>sp|A7KAX9-2|RHG32_HUMAN Isoform 2 of Rho GTPase-activating protein 32 OS=Homo sapiens GN=ARHGAP32;>sp|A7KAX9|RHG32_HUMAN Rho GTPase-activating protein 32 OS=Homo sapiens GN=ARHGAP32 PE=1 SV=1;>tr|G3V174|G3V174_HUMAN Rho GTPase-activating protein 32 OS=Hom	2	2	2	0	0	0	0	0	0	0	6125300	0	0	0	0			
A7MD48	A7MD48	Serine/arginine repetitive matrix protein 4	SRRM4	>sp|A7MD48|SRRM4_HUMAN Serine/arginine repetitive matrix protein 4 OS=Homo sapiens GN=SRRM4 PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	+		
A8MQB8;Q06787-6;G3V0J0;Q06787-2;Q06787-4;Q06787-7;F8W871	A8MQB8;Q06787-6;G3V0J0;Q06787-2;Q06787-4;Q06787-7	Fragile X mental retardation protein 1	FMR1	">tr|A8MQB8|A8MQB8_HUMAN Fragile X mental retardation protein 1 OS=Homo sapiens GN=FMR1 PE=1 SV=1;>sp|Q06787-6|FMR1_HUMAN Isoform 5 of Fragile X mental retardation protein 1 OS=Homo sapiens GN=FMR1;>tr|G3V0J0|G3V0J0_HUMAN Fragile X mental retardation 1, iso"	11	1	1	4705000	0	0	0	0	0	0	0	0	0	0	0			
Q9BY42;A8MSH5;A2A2L5	Q9BY42;A8MSH5;A2A2L5	Protein RTF2 homolog	RTFDC1	>sp|Q9BY42|RTF2_HUMAN Protein RTF2 homolog OS=Homo sapiens GN=RTFDC1 PE=1 SV=3;>tr|A8MSH5|A8MSH5_HUMAN Protein RTF2 homolog OS=Homo sapiens GN=RTFDC1 PE=1 SV=2;>tr|A2A2L5|A2A2L5_HUMAN Protein RTF2 homolog (Fragment) OS=Homo sapiens GN=RTFDC1 PE=1 SV=1	3	3	3	0	0	0	10458000	0	0	0	0	0	0	0	0			
A8MT02	A8MT02		SNRPB	>tr|A8MT02|A8MT02_HUMAN Small nuclear ribonucleoprotein-associated proteins B and B OS=Homo sapiens GN=SNRPB PE=1 SV=2	1	1	1	12577000	9929300	9790500	0	0	0	0	0	23315000	0	8426900	13313000			
A8MU39;H0YDU8;P53041	A8MU39;H0YDU8;P53041	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase 5	PPP5C	>tr|A8MU39|A8MU39_HUMAN Serine/threonine-protein phosphatase OS=Homo sapiens GN=PPP5C PE=1 SV=1;>tr|H0YDU8|H0YDU8_HUMAN Serine/threonine-protein phosphatase (Fragment) OS=Homo sapiens GN=PPP5C PE=1 SV=1;>sp|P53041|PPP5_HUMAN Serine/threonine-protein phosph	1	1	1	0	0	0	0	0	4419900	0	0	0	0	0	0			
A8MV65-2;A8MV65;H7C571	A8MV65-2;A8MV65;H7C571	Transcription cofactor vestigial-like protein 3	VGLL3	>sp|A8MV65-2|VGLL3_HUMAN Isoform 2 of Transcription cofactor vestigial-like protein 3 OS=Homo sapiens GN=VGLL3;>sp|A8MV65|VGLL3_HUMAN Transcription cofactor vestigial-like protein 3 OS=Homo sapiens GN=VGLL3 PE=2 SV=1;>tr|H7C571|H7C571_HUMAN Transcription c	4	4	4	0	0	49188000	0	56580000	62806000	38952000	42212000	51464000	58383000	63546000	36416000			
E9PNL8;A8MVN1;Q13574-6;Q13574-2;Q13574-4;Q13574-7;Q13574-5;Q13574-3;Q13574	E9PNL8;A8MVN1;Q13574-6;Q13574-2;Q13574-4;Q13574-7;Q13574-5;Q13574-3;Q13574	Diacylglycerol kinase zeta	DGKZ	>tr|E9PNL8|E9PNL8_HUMAN Diacylglycerol kinase OS=Homo sapiens GN=DGKZ PE=3 SV=1;>tr|A8MVN1|A8MVN1_HUMAN Diacylglycerol kinase OS=Homo sapiens GN=DGKZ PE=3 SV=3;>sp|Q13574-6|DGKZ_HUMAN Isoform 6 of Diacylglycerol kinase zeta OS=Homo sapiens GN=DGKZ;>sp|Q135	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2802700			
A8MVZ6;Q96G01-4;Q96G01-3;Q96G01;F8VZX7;Q96G01-2;F8W056	A8MVZ6;Q96G01-4;Q96G01-3;Q96G01	Protein bicaudal D homolog 1	BICD1	>tr|A8MVZ6|A8MVZ6_HUMAN BICD1 protein OS=Homo sapiens GN=BICD1 PE=2 SV=3;>sp|Q96G01-4|BICD1_HUMAN Isoform 4 of Protein bicaudal D homolog 1 OS=Homo sapiens GN=BICD1;>sp|Q96G01-3|BICD1_HUMAN Isoform 3 of Protein bicaudal D homolog 1 OS=Homo sapiens GN=BICD1	11	11	11	23534000	23576000	23878000	29014000	27210000	40867000	26333000	25947000	26852000	22033000	20691000	21026000			
P52179-2;P52179;A8MX12;J3KRK2	P52179-2;P52179;A8MX12;J3KRK2	Myomesin-1	MYOM1	>sp|P52179-2|MYOM1_HUMAN Isoform 2 of Myomesin-1 OS=Homo sapiens GN=MYOM1;>sp|P52179|MYOM1_HUMAN Myomesin-1 OS=Homo sapiens GN=MYOM1 PE=1 SV=2;>tr|A8MX12|A8MX12_HUMAN Myomesin-1 OS=Homo sapiens GN=MYOM1 PE=4 SV=2;>tr|J3KRK2|J3KRK2_HUMAN Myomesin-1 (Fragmen	2	2	2	0	0	0	0	0	0	35763000	24487000	24870000	0	0	0			
C9J2F3;B5MCT7;B7Z2C3;A8MX49;P49593	C9J2F3;B5MCT7;B7Z2C3;A8MX49;P49593	Protein phosphatase 1F	PPM1F	>tr|C9J2F3|C9J2F3_HUMAN Protein phosphatase 1F (Fragment) OS=Homo sapiens GN=PPM1F PE=1 SV=2;>tr|B5MCT7|B5MCT7_HUMAN Protein phosphatase 1F OS=Homo sapiens GN=PPM1F PE=1 SV=1;>tr|B7Z2C3|B7Z2C3_HUMAN Protein phosphatase 1F OS=Homo sapiens GN=PPM1F PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	1017100	0	0	0			
A8MXE8;Q7Z5J4-4;Q7Z5J4-3;E7EVZ3;Q7Z5J4-2;Q7Z5J4;J3QLL5	A8MXE8;Q7Z5J4-4;Q7Z5J4-3;E7EVZ3;Q7Z5J4-2;Q7Z5J4	Retinoic acid-induced protein 1	RAI1	>tr|A8MXE8|A8MXE8_HUMAN Retinoic acid-induced protein 1 (Fragment) OS=Homo sapiens GN=RAI1 PE=1 SV=1;>sp|Q7Z5J4-4|RAI1_HUMAN Isoform 4 of Retinoic acid-induced protein 1 OS=Homo sapiens GN=RAI1;>sp|Q7Z5J4-3|RAI1_HUMAN Isoform 3 of Retinoic acid-induced pro	3	3	3	0	0	0	0	0	0	0	0	0	11220000	0	0			
P43243;A8MXP9;D6REM6;D6R991;H0Y8T4;B3KM87;P43243-2;D6RAM9;D6RAY2;D6R8Z5;D6RBI2;D6RBK5;D6RE02;D6RIA2	P43243;A8MXP9;D6REM6;D6R991	Matrin-3	MATR3	>sp|P43243|MATR3_HUMAN Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2;>tr|A8MXP9|A8MXP9_HUMAN Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=1;>tr|D6REM6|D6REM6_HUMAN Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=1;>tr|D6R991|D6R991_HUMAN Matrin-3 (Fragment) OS=Homo s	20	20	20	214400000	214340000	172730000	226990000	207680000	217140000	243060000	236500000	228700000	242950000	231290000	204570000			
A8MYJ1;Q12802-4;Q12802;Q12802-2	A8MYJ1;Q12802-4;Q12802;Q12802-2	A-kinase anchor protein 13	AKAP13	">tr|A8MYJ1|A8MYJ1_HUMAN A kinase (PRKA) anchor protein 13, isoform CRA_a OS=Homo sapiens GN=AKAP13 PE=1 SV=2;>sp|Q12802-4|AKP13_HUMAN Isoform 3 of A-kinase anchor protein 13 OS=Homo sapiens GN=AKAP13;>sp|Q12802|AKP13_HUMAN A-kinase anchor protein 13 OS=Hom"	2	2	2	0	0	0	0	0	0	0	6327700	0	0	0	0			
J3QLD1;J3QRZ6;A9UHW6;J3QLJ5;J3KSU6;J3KSB8;A9UHW6-2;A9UHW6-3;J3QKW3;J3QLN4	J3QLD1;J3QRZ6;A9UHW6;J3QLJ5;J3KSU6;J3KSB8;A9UHW6-2;A9UHW6-3;J3QKW3	MIF4G domain-containing protein	MIF4GD	>tr|J3QLD1|J3QLD1_HUMAN MIF4G domain-containing protein (Fragment) OS=Homo sapiens GN=MIF4GD PE=1 SV=1;>tr|J3QRZ6|J3QRZ6_HUMAN MIF4G domain-containing protein (Fragment) OS=Homo sapiens GN=MIF4GD PE=1 SV=2;>sp|A9UHW6|MI4GD_HUMAN MIF4G domain-containing pro	4	4	4	139880000	99686000	73685000	39430000	104160000	119930000	44184000	47196000	43564000	66495000	48907000	32321000			
Q8IYB3-2;Q8IYB3;A9Z1X7;E9PCT1;M0R088;M0R1E7;M0QXG5	Q8IYB3-2;Q8IYB3;A9Z1X7;E9PCT1;M0R088	Serine/arginine repetitive matrix protein 1	SRRM1	>sp|Q8IYB3-2|SRRM1_HUMAN Isoform 2 of Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1;>sp|Q8IYB3|SRRM1_HUMAN Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 PE=1 SV=2;>tr|A9Z1X7|A9Z1X7_HUMAN Serine/arginine repetit	3	3	3	0	0	0	0	0	0	22481000	29761000	25697000	15712000	19513000	14049000			
H7C3A0;C9JHP4;C9K0Q7;Q9Y262-2;Q9Y262;B0QY89	H7C3A0;C9JHP4;C9K0Q7;Q9Y262-2;Q9Y262;B0QY89	Eukaryotic translation initiation factor 3 subunit L	EIF3L	>tr|H7C3A0|H7C3A0_HUMAN Eukaryotic translation initiation factor 3 subunit L (Fragment) OS=Homo sapiens GN=EIF3L PE=1 SV=1;>tr|C9JHP4|C9JHP4_HUMAN Eukaryotic translation initiation factor 3 subunit L (Fragment) OS=Homo sapiens GN=EIF3L PE=1 SV=1;>tr|C9K0Q7	2	2	2	0	0	0	0	11268000	0	0	0	0	0	0	0			
Q01844-2;C9JGE3;Q01844-6;B0QYK0;Q01844-3;Q01844;Q01844-5;H7BY36	Q01844-2;C9JGE3;Q01844-6;B0QYK0;Q01844-3;Q01844;Q01844-5;H7BY36	RNA-binding protein EWS	EWSR1	">sp|Q01844-2|EWS_HUMAN Isoform EWS-B of RNA-binding protein EWS OS=Homo sapiens GN=EWSR1;>tr|C9JGE3|C9JGE3_HUMAN Ewing sarcoma breakpoint region 1, isoform CRA_e OS=Homo sapiens GN=EWSR1 PE=1 SV=1;>sp|Q01844-6|EWS_HUMAN Isoform 6 of RNA-binding protein EWS"	5	5	5	143190000	61076000	81968000	79100000	80934000	85411000	196750000	161730000	95417000	59089000	88616000	67982000			
H3BPC4;H3BQQ9;P63279;B0QYN7	H3BPC4;H3BQQ9;P63279;B0QYN7	SUMO-conjugating enzyme UBC9	UBE2I	>tr|H3BPC4|H3BPC4_HUMAN SUMO-conjugating enzyme UBC9 (Fragment) OS=Homo sapiens GN=UBE2I PE=1 SV=2;>tr|H3BQQ9|H3BQQ9_HUMAN SUMO-conjugating enzyme UBC9 (Fragment) OS=Homo sapiens GN=UBE2I PE=1 SV=1;>sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo	3	3	3	0	0	0	0	0	0	12146000	12859000	12747000	0	12902000	6722400			
H0Y524;F2Z2V0;Q99829;B0QZ18;Q5JX45;E7ENH5;A6PVH9	H0Y524;F2Z2V0;Q99829;B0QZ18	Copine-1	CPNE1	>tr|H0Y524|H0Y524_HUMAN Copine-1 (Fragment) OS=Homo sapiens GN=CPNE1 PE=1 SV=1;>tr|F2Z2V0|F2Z2V0_HUMAN Copine-1 (Fragment) OS=Homo sapiens GN=CPNE1 PE=1 SV=1;>sp|Q99829|CPNE1_HUMAN Copine-1 OS=Homo sapiens GN=CPNE1 PE=1 SV=1;>tr|B0QZ18|B0QZ18_HUMAN Copine-	3	3	3	0	0	0	12775000	22600000	0	0	0	0	0	0	15699000			
P48444;B0YIW6;P48444-2	P48444;B0YIW6;P48444-2	Coatomer subunit delta	ARCN1	">sp|P48444|COPD_HUMAN Coatomer subunit delta OS=Homo sapiens GN=ARCN1 PE=1 SV=1;>tr|B0YIW6|B0YIW6_HUMAN Archain 1, isoform CRA_a OS=Homo sapiens GN=ARCN1 PE=1 SV=1;>sp|P48444-2|COPD_HUMAN Isoform 2 of Coatomer subunit delta OS=Homo sapiens GN=ARCN1"	12	12	12	0	0	25376000	35724000	42513000	22941000	43948000	22877000	23114000	0	0	0			
B1AHB1;P33992;B1AHB2;B1AHA9	B1AHB1;P33992	DNA replication licensing factor MCM5	MCM5	>tr|B1AHB1|B1AHB1_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=1;>sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=5	13	13	13	49377000	37230000	48714000	55387000	42832000	38323000	45164000	55721000	59226000	47803000	44506000	65863000			
B1AHC8;P12956;B1AHC9;F5H1I8	B1AHC8;P12956;B1AHC9;F5H1I8	X-ray repair cross-complementing protein 6	XRCC6	">tr|B1AHC8|B1AHC8_HUMAN X-ray repair complementing defective repair in Chinese hamster cells 6 (Ku autoantigen, 70kDa), isoform CRA_b OS=Homo sapiens GN=XRCC6 PE=1 SV=1;>sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens GN=XR"	12	12	12	70405000	98822000	70755000	81456000	95941000	80366000	79689000	83207000	68223000	59758000	78798000	97457000			
B1AJY7;O75832;B1AJY5;O75832-2;B1AJY6	B1AJY7;O75832;B1AJY5;O75832-2	26S proteasome non-ATPase regulatory subunit 10	PSMD10	>tr|B1AJY7|B1AJY7_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens GN=PSMD10 PE=1 SV=1;>sp|O75832|PSD10_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens GN=PSMD10 PE=1 SV=1;>tr|B1AJY5|B1AJY5_HUMAN 26S proteasome no	4	4	4	0	0	0	29852000	26255000	28329000	0	0	0	0	0	14799000			
B1AJZ9-3;H0YCR1;Q5JYW6;B7WPP2;H0Y5P0;H0YE38;B1AJZ9-4;B1AJZ9	B1AJZ9-3;H0YCR1;Q5JYW6;B7WPP2;H0Y5P0;H0YE38;B1AJZ9-4;B1AJZ9	Forkhead-associated domain-containing protein 1	FHAD1	>sp|B1AJZ9-3|FHAD1_HUMAN Isoform 3 of Forkhead-associated domain-containing protein 1 OS=Homo sapiens GN=FHAD1;>tr|H0YCR1|H0YCR1_HUMAN Forkhead-associated domain-containing protein 1 (Fragment) OS=Homo sapiens GN=FHAD1 PE=4 SV=1;>tr|Q5JYW6|Q5JYW6_HUMAN For	2	2	2	0	0	0	0	0	35073000	0	0	0	0	0	0			
B1AK81;B4E2M3;Q92643;A6NEM5	B1AK81;B4E2M3;Q92643;A6NEM5	GPI-anchor transamidase	PIGK	>tr|B1AK81|B1AK81_HUMAN GPI-anchor transamidase OS=Homo sapiens GN=PIGK PE=1 SV=1;>tr|B4E2M3|B4E2M3_HUMAN GPI-anchor transamidase OS=Homo sapiens GN=PIGK PE=1 SV=1;>sp|Q92643|GPI8_HUMAN GPI-anchor transamidase OS=Homo sapiens GN=PIGK PE=1 SV=2;>tr|A6NEM5|A	2	2	2	0	0	0	0	0	0	0	0	2295100	0	0	0			
B1AK87;P47756-2;B1AK88;P47756;F6Q0E3;F6USW4;B1AK85	B1AK87;P47756-2;B1AK88;P47756	F-actin-capping protein subunit beta	CAPZB	">tr|B1AK87|B1AK87_HUMAN Capping protein (Actin filament) muscle Z-line, beta, isoform CRA_a OS=Homo sapiens GN=CAPZB PE=1 SV=1;>sp|P47756-2|CAPZB_HUMAN Isoform 2 of F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB;>tr|B1AK88|B1AK88_HUMAN Cappi"	4	4	4	0	12792000	15146000	20444000	0	17760000	21494000	15816000	13065000	0	0	0			
Q9NUK0-2;B1AKI6;Q9NUK0;Q9NUK0-4;Q9NUK0-3;B1AKI2;B1AKI5;B1AKI4;Q9NUK0-5	Q9NUK0-2;B1AKI6;Q9NUK0;Q9NUK0-4;Q9NUK0-3	Muscleblind-like protein 3	MBNL3	>sp|Q9NUK0-2|MBNL3_HUMAN Isoform 2 of Muscleblind-like protein 3 OS=Homo sapiens GN=MBNL3;>tr|B1AKI6|B1AKI6_HUMAN Muscleblind-like protein 3 OS=Homo sapiens GN=MBNL3 PE=4 SV=1;>sp|Q9NUK0|MBNL3_HUMAN Muscleblind-like protein 3 OS=Homo sapiens GN=MBNL3 PE=2 	6	3	3	0	0	0	0	0	0	19845000	25482000	17834000	0	0	0			
E9PJW9;Q96SU4-7;Q96SU4-2;Q96SU4;B1AKJ6;J3KPA3;Q96SU4-3;Q96SU4-6;Q96SU4-5;Q96SU4-4;H0YE19;E9PK98;E9PKX6;H0YCW0;E9PJ80;E9PLH0;E9PNR1	E9PJW9;Q96SU4-7;Q96SU4-2;Q96SU4;B1AKJ6;J3KPA3;Q96SU4-3;Q96SU4-6;Q96SU4-5;Q96SU4-4	Oxysterol-binding protein;Oxysterol-binding protein-related protein 9	OSBPL9	>tr|E9PJW9|E9PJW9_HUMAN Oxysterol-binding protein OS=Homo sapiens GN=OSBPL9 PE=1 SV=1;>sp|Q96SU4-7|OSBL9_HUMAN Isoform 7 of Oxysterol-binding protein-related protein 9 OS=Homo sapiens GN=OSBPL9;>sp|Q96SU4-2|OSBL9_HUMAN Isoform 2 of Oxysterol-binding protei	17	17	17	254440000	237550000	229810000	210300000	257150000	243630000	202690000	247390000	211930000	202430000	272780000	228260000			
Q9NRA8-2;B1AKL4;Q9NRA8;Q9NRA8-3;B4DR76;B1AKL6;B1AKL5	Q9NRA8-2;B1AKL4;Q9NRA8;Q9NRA8-3;B4DR76	Eukaryotic translation initiation factor 4E transporter	EIF4ENIF1	>sp|Q9NRA8-2|4ET_HUMAN Isoform 2 of Eukaryotic translation initiation factor 4E transporter OS=Homo sapiens GN=EIF4ENIF1;>tr|B1AKL4|B1AKL4_HUMAN Eukaryotic translation initiation factor 4E transporter OS=Homo sapiens GN=EIF4ENIF1 PE=1 SV=1;>sp|Q9NRA8|4ET_H	4	4	4	0	0	0	0	0	19092000	0	0	0	0	0	0			
B1AKM8;B1AKM6;H0Y7P7;Q9UG56-2;Q9UG56	B1AKM8;B1AKM6;H0Y7P7;Q9UG56-2;Q9UG56	Phosphatidylserine decarboxylase proenzyme;Phosphatidylserine decarboxylase alpha chain;Phosphatidylserine decarboxylase beta chain	PISD	>tr|B1AKM8|B1AKM8_HUMAN Phosphatidylserine decarboxylase alpha chain (Fragment) OS=Homo sapiens GN=PISD PE=4 SV=1;>tr|B1AKM6|B1AKM6_HUMAN Phosphatidylserine decarboxylase alpha chain OS=Homo sapiens GN=PISD PE=4 SV=1;>tr|H0Y7P7|H0Y7P7_HUMAN Phosphatidylser	4	4	4	0	0	0	0	0	0	7819200	0	8673700	9758200	0	0			
Q14155-1;B1ALK7;B7Z6G2;Q14155-5;Q14155-6;Q14155-2;Q14155-3;Q14155;E7EUY6;E9PDQ5;C9JDI6;B1ANY6;E7ENL8;E7EU80;Q15052-2;B7Z3C7;Q15052;C9JAD7	Q14155-1;B1ALK7;B7Z6G2;Q14155-5;Q14155-6;Q14155-2;Q14155-3;Q14155;E7EUY6;E9PDQ5	Rho guanine nucleotide exchange factor 7	ARHGEF7	>sp|Q14155-1|ARHG7_HUMAN Isoform 1 of Rho guanine nucleotide exchange factor 7 OS=Homo sapiens GN=ARHGEF7;>tr|B1ALK7|B1ALK7_HUMAN Rho guanine nucleotide exchange factor 7 OS=Homo sapiens GN=ARHGEF7 PE=1 SV=1;>tr|B7Z6G2|B7Z6G2_HUMAN Rho guanine nucleotide e	12	12	12	51908000	55637000	11555000	56937000	84620000	71359000	62724000	79626000	88673000	42418000	65929000	55246000			
Q12926-2;Q12926;B1AM49;P26378-4;P26378-2;P26378-5;B1APY9;P26378;P26378-3;B1APY8;C9JB16;B1AM48;Q14576-2;Q14576	Q12926-2;Q12926;B1AM49;P26378-4;P26378-2;P26378-5;B1APY9;P26378;P26378-3;B1APY8	ELAV-like protein 2;ELAV-like protein 4	ELAVL2;ELAVL4	>sp|Q12926-2|ELAV2_HUMAN Isoform 2 of ELAV-like protein 2 OS=Homo sapiens GN=ELAVL2;>sp|Q12926|ELAV2_HUMAN ELAV-like protein 2 OS=Homo sapiens GN=ELAVL2 PE=1 SV=2;>tr|B1AM49|B1AM49_HUMAN ELAV-like protein 2 OS=Homo sapiens GN=ELAVL2 PE=1 SV=1;>sp|P26378-4|	3	3	3	0	0	0	0	0	0	19378000	13753000	14702000	0	0	0			
Q14141-2;Q14141-4;B1AMS2;Q14141;F5H1J5;B4E049;Q14141-3	Q14141-2;Q14141-4;B1AMS2;Q14141;F5H1J5;B4E049	Septin-6	6-Sep	">sp|Q14141-2|SEPT6_HUMAN Isoform I of Septin-6 OS=Homo sapiens GN=SEPT6;>sp|Q14141-4|SEPT6_HUMAN Isoform V of Septin-6 OS=Homo sapiens GN=SEPT6;>tr|B1AMS2|B1AMS2_HUMAN Septin 6, isoform CRA_b OS=Homo sapiens GN=SEPT6 PE=1 SV=1;>sp|Q14141|SEPT6_HUMAN Septin"	13	13	8	70330000	60367000	48025000	67804000	95149000	105860000	28584000	24689000	29948000	50422000	27155000	29919000			
R4GNH9;R4GMQ7;B1AMU7;B1AMU4;Q9Y3B2;B1AMU3	R4GNH9;R4GMQ7;B1AMU7;B1AMU4;Q9Y3B2;B1AMU3	Exosome complex component CSL4	EXOSC1	>tr|R4GNH9|R4GNH9_HUMAN Exosome complex component CSL4 OS=Homo sapiens GN=EXOSC1 PE=1 SV=1;>tr|R4GMQ7|R4GMQ7_HUMAN Exosome complex component CSL4 (Fragment) OS=Homo sapiens GN=EXOSC1 PE=1 SV=1;>tr|B1AMU7|B1AMU7_HUMAN Exosome complex component CSL4 (Fragmen	2	2	2	0	0	0	0	0	0	0	0	0	7715200	6613500	7660100			
E5RJ26;P49810-3;P49810;B1AP22;P49810-2;C9J5P7;E5RHT1;E5RFW4;E5RG63;P49768-3;E7ES96;P49768-5;P49768-6;P49768-2;P49768	E5RJ26;P49810-3;P49810;B1AP22;P49810-2;C9J5P7	Presenilin-2;Presenilin-2 NTF subunit;Presenilin-2 CTF subunit	PSEN2	>tr|E5RJ26|E5RJ26_HUMAN Presenilin OS=Homo sapiens GN=PSEN2 PE=1 SV=1;>sp|P49810-3|PSN2_HUMAN Isoform 3 of Presenilin-2 OS=Homo sapiens GN=PSEN2;>sp|P49810|PSN2_HUMAN Presenilin-2 OS=Homo sapiens GN=PSEN2 PE=1 SV=1;>tr|B1AP22|B1AP22_HUMAN Presenilin OS=Hom	3	3	3	0	0	0	0	0	0	49479000	38191000	45121000	0	44123000	0			
B1APY4;Q01974	B1APY4;Q01974	Tyrosine-protein kinase transmembrane receptor ROR2	ROR2	">tr|B1APY4|B1APY4_HUMAN Receptor tyrosine kinase-like orphan receptor 2, isoform CRA_b OS=Homo sapiens GN=ROR2 PE=1 SV=1;>sp|Q01974|ROR2_HUMAN Tyrosine-protein kinase transmembrane receptor ROR2 OS=Homo sapiens GN=ROR2 PE=1 SV=2"	4	4	4	0	0	0	0	0	0	0	0	0	15348000	16414000	14203000			
